objectid,parentid,title,proprietor,date_start,date_end,date_text,HoMER_venue,description,seats_number,address,location,latitude,longitude,source,format,display_template,description_file,filename,object_location,image_small,image_thumb
icp-0001,,"People's Popular Picture Palace, Queen's Theatre, Dublin",Colonial Picture Combine (W. S. Pearce),1908,,,Theatre,,,208-10 Gt Brunswick Street,Dublin,53.34501972,-6.254832812,,,cinema_site,icp-0001,,,/objects/small/queens_dublin_kelly-gang_performer_sm.jpg,/objects/thumbs/queens_dublin_kelly-gang_performer_th.jpg
icp-0001a,icp-0001,,,,,,,,,,,,,,image/jpeg,image,,queens_dublin_kelly-gang_performer.jpg,/objects/queens_dublin_kelly-gang_performer.jpg,/objects/small/queens_dublin_kelly-gang_performer_sm.jpg,/objects/thumbs/queens_dublin_kelly-gang_performer_th.jpg
icp-0002,,"Cinematograph Volta, Dublin",Consortium including James Joyce (Dec. 1909-Jun. 10); Provincial Cinematograph Theatres (1910-),1909,,,Cinema,,,45 Mary Street,Dublin,53.34899129,-6.265883102,,,cinema_site,icp-0002,,,/objects/small/volta-electric-theatre-dublin_sm.jpg,/objects/thumbs/volta-electric-theatre-dublin_th.jpg
icp-0002a,icp-0002,,,,,,,,,,,,,,image/png,image,,volta-electric-theatre-dublin.png,/objects/volta-electric-theatre-dublin.png,/objects/small/volta-electric-theatre-dublin_sm.jpg,/objects/thumbs/volta-electric-theatre-dublin_th.jpg
icp-0003,,"Picture House, Sackville Street, Dublin",Provincial Cinematograph Theatres (R. T. Jupp),1910,,,Picture_House,,,51 Lr Sackville/O'Connell Street,Dublin,53.3478232,-6.259795024,,,cinema_site,,,,/objects/small/sackville-ph_dublin_film-index_sm.jpg,/objects/thumbs/sackville-ph_dublin_film-index_th.jpg
icp-0003a,icp-0003,,,,,,,,,,,,,,image/jpeg,image,,sackville-ph_dublin_film-index.jpg,/objects/sackville-ph_dublin_film-index.jpg,/objects/small/sackville-ph_dublin_film-index_sm.jpg,/objects/thumbs/sackville-ph_dublin_film-index_th.jpg
icp-0004,,"Rotunda Round Room, Dublin",Irish Animated Picture Company (James T. Jameson),1912,,,Public_venue,,,165 Parnell Street,Dublin,53.35271089,-6.261890513,,,cinema_site,,,,/objects/small/rotundanewlivingpictures_web_sm.jpg,/objects/thumbs/rotundanewlivingpictures_web_th.jpg
icp-0004a,icp-0004,,,,,,,,,,,,,,image/jpeg,image,,rotundanewlivingpictures_web.jpg,/objects/rotundanewlivingpictures_web.jpg,/objects/small/rotundanewlivingpictures_web_sm.jpg,/objects/thumbs/rotundanewlivingpictures_web_th.jpg
icp-0005,,"Coliseum Picture House, Dublin",Maurice Elliman,1910,,,Picture_House,,,15-16 Redmond's Hill,Dublin,53.33810822,-6.266183314,,,cinema_site,,,,/objects/small/coliseum_dublin_king-edward-films_eh_4-jun-1910_sm.jpg,/objects/thumbs/coliseum_dublin_king-edward-films_eh_4-jun-1910_th.jpg
icp-0005a,icp-0005,,,,,,,,,,,,,,image/jpeg,image,,coliseum_dublin_king-edward-films_eh_4-jun-1910.jpg,/objects/coliseum_dublin_king-edward-films_eh_4-jun-1910.jpg,/objects/small/coliseum_dublin_king-edward-films_eh_4-jun-1910_sm.jpg,/objects/thumbs/coliseum_dublin_king-edward-films_eh_4-jun-1910_th.jpg
icp-0006,,"People's Picture Palace, Dublin","Dublin Picture Palace ( William J. Butler, A.P. Quinn, J. McLoughlin)",1911,,,Cinema,,,50 Thomas Street,Dublin,53.34267429,-6.278695203,,,cinema_site,,,,/objects/small/peoples-picture-palace_dublin_nelson-moran-fight_eh_11-may-1912_sm.jpg,/objects/thumbs/peoples-picture-palace_dublin_nelson-moran-fight_eh_11-may-1912_th.jpg
icp-0006a,icp-0006,,,,,,,,,,,,,,image/jpeg,image,,peoples-picture-palace_dublin_nelson-moran-fight_eh_11-may-1912.jpg,/objects/peoples-picture-palace_dublin_nelson-moran-fight_eh_11-may-1912.jpg,/objects/small/peoples-picture-palace_dublin_nelson-moran-fight_eh_11-may-1912_sm.jpg,/objects/thumbs/peoples-picture-palace_dublin_nelson-moran-fight_eh_11-may-1912_th.jpg
icp-0007,,"Picture House, Grafton Street, Dublin",Provincial Cinematograph Theatres (R. T. Jupp),1911,,,Picture_House,,,72 Grafton Street,Dublin,53.34134292,-6.26056174,,,cinema_site,,,,/objects/small/grafton_dublin_rte-stills_sm.jpg,/objects/thumbs/grafton_dublin_rte-stills_th.jpg
icp-0007a,icp-0007,,,,,,,,,,,,,,image/jpeg,image,,grafton_dublin_rte-stills.jpg,/objects/grafton_dublin_rte-stills.jpg,/objects/small/grafton_dublin_rte-stills_sm.jpg,/objects/thumbs/grafton_dublin_rte-stills_th.jpg
icp-0008,,Kingstown Picture House,Kingstown Picture House Company (H.B. Oldham),1911,,,Picture_House,,,9-10 Upper Georges Street,Kingstown,53.29199069,-6.135749279,,,cinema_site,,,,/objects/small/kingstown-ph_pintrest_sm.jpg,/objects/thumbs/kingstown-ph_pintrest_th.jpg
icp-0008a,icp-0008,,,,,,,,,,,,,,image/jpeg,image,,kingstown-ph_pintrest.jpg,/objects/kingstown-ph_pintrest.jpg,/objects/small/kingstown-ph_pintrest_sm.jpg,/objects/thumbs/kingstown-ph_pintrest_th.jpg
icp-0009,,"Dorset Picture Hall, Dublin",William Shanly,1911,,,Picture_House,,,Granby Row,Dublin,53.35423834,-6.266724386,,,cinema_site,,,,/objects/small/dorset-ph_dublin_sm.jpg,/objects/thumbs/dorset-ph_dublin_th.jpg
icp-0009a,icp-0009,,,,,,,,,,,,,,image/jpeg,image,,dorset-ph_dublin.jpg,/objects/dorset-ph_dublin.jpg,/objects/small/dorset-ph_dublin_sm.jpg,/objects/thumbs/dorset-ph_dublin_th.jpg
icp-0010,,"Electric Theatre, Dublin","Dublin Electric Theatres, Ltd (John J. Farrell)",1911,,,Electric_theatre,,,46 Talbot Street,Dublin,53.35148497,-6.250615037,,,cinema_site,,,,/objects/small/electric-theatre_dublin_eh_19-may-1911_sm.jpg,/objects/thumbs/electric-theatre_dublin_eh_19-may-1911_th.jpg
icp-0010a,icp-0010,,,,,,,,,,,,,,image/jpeg,image,,electric-theatre_dublin_eh_19-may-1911.jpg,/objects/electric-theatre_dublin_eh_19-may-1911.jpg,/objects/small/electric-theatre_dublin_eh_19-may-1911_sm.jpg,/objects/thumbs/electric-theatre_dublin_eh_19-may-1911_th.jpg
icp-0011,,"Brunswick Cinema Theatre, Dublin","Irish Amusements Ltd (Isodore I Bradlaw, Abraham Elliman: 1915)",1911,,,Cinema_theatre,,,30 Gt Brunswick Street,Dublin,53.34504699,-6.253238252,,,cinema_site,,,,/objects/small/brunswick-cinema_dublin_opening_eh_29-nov-1911_sm.jpg,/objects/thumbs/brunswick-cinema_dublin_opening_eh_29-nov-1911_th.jpg
icp-0011a,icp-0011,,,,,,,,,,,,,,image/jpeg,image,,brunswick-cinema_dublin_opening_eh_29-nov-1911.jpg,/objects/brunswick-cinema_dublin_opening_eh_29-nov-1911.jpg,/objects/small/brunswick-cinema_dublin_opening_eh_29-nov-1911_sm.jpg,/objects/thumbs/brunswick-cinema_dublin_opening_eh_29-nov-1911_th.jpg
icp-0012,,"Picturedrome, Harcourt Road, Dublin",Entertainment Halls,1912,,,Cinema,,,3 1/2 Harcourt Road,Dublin,53.33276052,-6.264270597,,,cinema_site,,,,/objects/small/picturedrome_dublin_nli-commons_sm.jpg,/objects/thumbs/picturedrome_dublin_nli-commons_th.jpg
icp-0012a,icp-0012,,,,,,,,,,,,,,image/jpeg,image,,picturedrome_dublin_nli-commons.jpg,/objects/picturedrome_dublin_nli-commons.jpg,/objects/small/picturedrome_dublin_nli-commons_sm.jpg,/objects/thumbs/picturedrome_dublin_nli-commons_th.jpg
icp-0013,,"Gillooly Hall, Sligo",Fr Brendan Crehan,1911,,,Public_venue,,,Adelaide Street,Sligo,54.269648,-8.47965,,,cinema_site,,,,/objects/small/gillooly-hall_sligo_1901_sm.jpg,/objects/thumbs/gillooly-hall_sligo_1901_th.jpg
icp-0013a,icp-0013,,,,,,,,,,,,,,image/jpeg,image,,gillooly-hall_sligo_1901.jpg,/objects/gillooly-hall_sligo_1901.jpg,/objects/small/gillooly-hall_sligo_1901_sm.jpg,/objects/thumbs/gillooly-hall_sligo_1901_th.jpg
icp-0014,,Sligo Picture Theatre,Tadhg and Joseph Kilgannon,1911,,,Picture_theatre,,,Thomas Street,Sligo,54.27095,-8.471463,,,cinema_site,,,,/objects/small/sligo-pt_sligo-library_sm.jpg,/objects/thumbs/sligo-pt_sligo-library_th.jpg
icp-0014a,icp-0014,,,,,,,,,,,,,,image/jpeg,image,,sligo-pt_sligo-library.jpg,/objects/sligo-pt_sligo-library.jpg,/objects/small/sligo-pt_sligo-library_sm.jpg,/objects/thumbs/sligo-pt_sligo-library_th.jpg
icp-0015,,"Mountjoy Picture and Variety Palace, Dublin",Dublin Sporting and Picture Club,1912,,,Picture_palace,,,"1-2 Rutland Place, Summerhill",Dublin,53.35660203,-6.251893339,,,cinema_site,,,,/objects/small/mountjoy-cinema_dublin_si_23-jun-1912_sm.jpg,/objects/thumbs/mountjoy-cinema_dublin_si_23-jun-1912_th.jpg
icp-0015a,icp-0015,,,,,,,,,,,,,,image/png,image,,mountjoy-cinema_dublin_si_23-jun-1912.png,/objects/mountjoy-cinema_dublin_si_23-jun-1912.png,/objects/small/mountjoy-cinema_dublin_si_23-jun-1912_sm.jpg,/objects/thumbs/mountjoy-cinema_dublin_si_23-jun-1912_th.jpg
icp-0016,,"Irish Cinema, Dublin",R. W. Graham,1912,,,Cinema,,,113 Capel Streeet,Dublin,53.34921338,-6.269200283,,,cinema_site,,,,/objects/small/irish-cinema_dublin_cs_30_mar-1912_sm.jpg,/objects/thumbs/irish-cinema_dublin_cs_30_mar-1912_th.jpg
icp-0016a,icp-0016,,,,,,,,,,,,,,image/jpeg,image,,irish-cinema_dublin_cs_30_mar-1912.jpg,/objects/irish-cinema_dublin_cs_30_mar-1912.jpg,/objects/small/irish-cinema_dublin_cs_30_mar-1912_sm.jpg,/objects/thumbs/irish-cinema_dublin_cs_30_mar-1912_th.jpg
icp-0017,,"Camden Picture House, Dublin",A.H. And E. Poulter (1914),1912,,,Picture_House,,,55 Lr Camden Street,Dublin,53.33392307,-6.265451991,,,cinema_site,,,,/objects/small/camden-ph_dublin_irish-life_dec-1912_sm.jpg,/objects/thumbs/objects/camden-ph_dublin_irish-life_dec-1912_th.jpg
icp-0017a,icp-0017,,,,,,,,,,,,,,image/jpeg,image,,camden-ph_dublin_irish-life_dec-1912.jpg,/objects/objects/camden-ph_dublin_irish-life_dec-1912.jpg,/objects/small/camden-ph_dublin_irish-life_dec-1912_sm.jpg,/objects/thumbs/objects/camden-ph_dublin_irish-life_dec-1912_th.jpg
icp-0018,,"Assembly Picture Hall, Dublin",Isodore I. Bradlaw,1912,,,Picture_House,,,"Serpentine Ave, Sandymount",Dublin,53.33176052,-6.223127408,,,cinema_site,,,,/objects/small/assembly-ph_sandymount_ii_21-jun-1913_sm.jpg,/objects/thumbs/assembly-ph_sandymount_ii_21-jun-1913_th.jpg
icp-0018a,icp-0018,,,,,,,,,,,,,,image/jpeg,image,,assembly-ph_sandymount_ii_21-jun-1913.jpg,/objects/assembly-ph_sandymount_ii_21-jun-1913.jpg,/objects/small/assembly-ph_sandymount_ii_21-jun-1913_sm.jpg,/objects/thumbs/assembly-ph_sandymount_ii_21-jun-1913_th.jpg
icp-0019,,"Phoenix Picture Palace, Dublin","Phoenix Picure Palace Limited (David Frame, A.T. Wright, Henry Grandy, John Mackay)",1912,,,Picture_palace,,,7-9 Ellis Quay,Dublin,53.34681653,-6.28115108,,,cinema_site,icp-0019,,,/objects/small/phoenix-pp_dublin_quo_vadis_eh_5-apr-1913_sm.jpg,/objects/thumbs/phoenix-pp_dublin_quo_vadis_eh_5-apr-1913_th.jpg
icp-0019a,icp-0019,,,,,,,,,,,,,,image/jpeg,image,,phoenix-pp_dublin_quo_vadis_eh_5-apr-1913.jpg,/objects/phoenix-pp_dublin_quo_vadis_eh_5-apr-1913.jpg,/objects/small/phoenix-pp_dublin_quo_vadis_eh_5-apr-1913_sm.jpg,/objects/thumbs/phoenix-pp_dublin_quo_vadis_eh_5-apr-1913_th.jpg
icp-0020,,"Theatre de Luxe, Dublin",Maurice Elliman,1912,,,Cinema,,,86 Lr Camden Street,Dublin,53.33599795,-6.265654758,,,cinema_site,,,,/objects/small/cinema-de-luxe_dublin_cinema-treasures_sm.jpg,/objects/thumbs/cinema-de-luxe_dublin_cinema-treasures_th.jpg
icp-0020a,icp-0020,,,,,,,,,,,,,,image/jpeg,image,,cinema-de-luxe_dublin_cinema-treasures.jpg,/objects/cinema-de-luxe_dublin_cinema-treasures.jpg,/objects/small/cinema-de-luxe_dublin_cinema-treasures_sm.jpg,/objects/thumbs/cinema-de-luxe_dublin_cinema-treasures_th.jpg
icp-0021,,"Mary Street Picture House, Dublin",John J. Farrell,1912,,,Cinema,,,12-13 Mary Street,Dublin,53.34857258,-6.267483869,,,cinema_site,,,,/objects/small/mary-st-ph_dublin_sm.jpg,/objects/thumbs/mary-st-ph_dublin_th.jpg
icp-0021a,icp-0021,,,,,,,,,,,,,,image/png,image,,mary-st-ph_dublin.png,/objects/mary-st-ph_dublin.png,/objects/small/mary-st-ph_dublin_sm.jpg,/objects/thumbs/mary-st-ph_dublin_th.jpg
icp-0022,,"Dame Street Picture House, Dublin",Captain Ahearne,1912,,,Cinema,,,17 Dame Street,Dublin,53.34404105,-6.265061631,,,cinema_site,,,,/objects/small/dame-ph_dublin_oneil-glen_21-sep-1916_dem_sm.jpg,/objects/thumbs/dame-ph_dublin_oneil-glen_21-sep-1916_dem_th.jpg
icp-0022a,icp-0022,,,,,,,,,,,,,,image/jpeg,image,,dame-ph_dublin_oneil-glen_21-sep-1916_dem.jpg,/objects/dame-ph_dublin_oneil-glen_21-sep-1916_dem.jpg,/objects/small/dame-ph_dublin_oneil-glen_21-sep-1916_dem_sm.jpg,/objects/thumbs/dame-ph_dublin_oneil-glen_21-sep-1916_dem_th.jpg
icp-0023,,"Clontarf Electric Theatre, Dublin","Clontarf Entertaiment Company (L. J. Humphreys, Simon Brownstein, G. J. Mowlds)",1913,,,Cinema,,,61 Clontarf Road,Dublin,53.36270098,-6.217430358,,,cinema_site,,,,/objects/small/clontarf-electric_dubin_opening-ad_eh_18jul1913p4_sm.jpg,/objects/thumbs/clontarf-electric_dubin_opening-ad_eh_18jul1913p4_th.jpg
icp-0023a,icp-0023,,,,,,,,,,,,,,image/jpeg,image,,clontarf-electric_dubin_opening-ad_eh_18jul1913p4.jpg,/objects/clontarf-electric_dubin_opening-ad_eh_18jul1913p4.jpg,/objects/small/clontarf-electric_dubin_opening-ad_eh_18jul1913p4_sm.jpg,/objects/thumbs/clontarf-electric_dubin_opening-ad_eh_18jul1913p4_th.jpg
icp-0024,,"Grand Cinema, Dublin",William Kay,1913,1916,,Cinema,,,10-11 Lr Sackville/O'Connell Street,Dublin,53.34830184,-6.259190115,,,cinema_site,icp-0024,,,/objects/small/grand-cinema_dublin_1916-ruins_sm.jpg,/objects/thumbs/grand-cinema_dublin_1916-ruins_th.jpg
icp-0024a,icp-0024,,,,,,,,,,,,,,image/jpeg,image,,grand-cinema_dublin_1916-ruins.jpg,/objects/grand-cinema_dublin_1916-ruins.jpg,/objects/small/grand-cinema_dublin_1916-ruins_sm.jpg,/objects/thumbs/grand-cinema_dublin_1916-ruins_th.jpg
icp-0025,,"Cosy Cinema, Dubin",James M. Fay (1919),1914,,,Cinema,,,71b Parnell Street,Dublin,53.352043,-6.262290876,,,cinema_site,,,,/objects/small/corona_dublin_opening_eh_22-mar-1919_sm.jpg,/objects/thumbs/corona_dublin_opening_eh_22-mar-1919_th.jpg
icp-0025a,icp-0025,,,,,,,,,,,,,,image/jpeg,image,,corona_dublin_opening_eh_22-mar-1919.jpg,/objects/corona_dublin_opening_eh_22-mar-1919.jpg,/objects/small/corona_dublin_opening_eh_22-mar-1919_sm.jpg,/objects/thumbs/corona_dublin_opening_eh_22-mar-1919_th.jpg
icp-0026,,"Phibsboro Picture House, Dublin","John J. Farrell, W. King, H. Hibbert, T. Wood",1914,,,Cinema,,,"Blaquiere Bridge, Phibsboro",Dublin,53.36058602,-6.27159003,,,cinema_site,,,,/objects/small/phibsboro-ph_dublin_cinema-treasures_sm.jpg,/objects/thumbs/phibsboro-ph_dublin_cinema-treasures_th.jpg
icp-0026a,icp-0026,,,,,,,,,,,,,,image/jpeg,image,,phibsboro-ph_dublin_cinema-treasures.jpg,/objects/phibsboro-ph_dublin_cinema-treasures.jpg,/objects/small/phibsboro-ph_dublin_cinema-treasures_sm.jpg,/objects/thumbs/phibsboro-ph_dublin_cinema-treasures_th.jpg
icp-0027,,"Bohemian Picture Theatre, Dublin",Frederick Arthur Sparling,1914,,,Cinema,,,154-55 Phibsboro Road,Dublin,53.36141333,-6.272429115,,,cinema_site,,,,/objects/small/bohemian1937_web_sm.jpg,/objects/thumbs/bohemian1937_web_th.jpg
icp-0027a,icp-0027,,,,,,,,,,,,,,image/jpeg,image,,bohemian1937_web.jpg,/objects/bohemian1937_web.jpg,/objects/small/bohemian1937_web_sm.jpg,/objects/thumbs/bohemian1937_web_th.jpg
icp-0028,,"Masterpiece Theatre, Dublin",Charles McEvoy,1914,,,Cinema,,,99 Talbot Street,Dublin,53.35021557,-6.257113809,,,cinema_site,,,,/objects/small/masterpiece_dubin_opening-handbill_nli_sm.jpg,/objects/thumbs/masterpiece_dubin_opening-handbill_nli_th.jpg
icp-0028a,icp-0028,,,,,,,,,,,,,,image/jpeg,image,,masterpiece_dubin_opening-handbill_nli.jpg,/objects/masterpiece_dubin_opening-handbill_nli.jpg,/objects/small/masterpiece_dubin_opening-handbill_nli_sm.jpg,/objects/thumbs/masterpiece_dubin_opening-handbill_nli_th.jpg
icp-0029,,"Pillar Picture House, Dublin",John J. Farrell,1914,,,Cinema,,,62 Upr Sackville/O'Connell Street,Dublin,53.35029061,-6.260845758,,,cinema_site,,,,/objects/small/pillar_dublin_civil-war_cinema-treasures_sm.jpg,/objects/thumbs/pillar_dublin_civil-war_cinema-treasures_th.jpg
icp-0029a,icp-0029,,,,,,,,,,,,,,image/jpeg,image,,pillar_dublin_civil-war_cinema-treasures.jpg,/objects/pillar_dublin_civil-war_cinema-treasures.jpg,/objects/small/pillar_dublin_civil-war_cinema-treasures_sm.jpg,/objects/thumbs/pillar_dublin_civil-war_cinema-treasures_th.jpg
icp-0030,,"Carlton Cinema Theatre, Dublin",F. W. Chambers (1915-1919); Robinson (1919-),1915,,,Cinema,,,52 Upr Sackville/O'Connell Street,Dublin,53.35096635,-6.261487075,,,cinema_site,,,,/objects/small/carlton_dublin_archiseek_sm.jpg,/objects/thumbs/carlton_dublin_archiseek_th.jpg
icp-0030a,icp-0030,,,,,,,,,,,,,,image/jpeg,image,,carlton_dublin_archiseek.jpg,/objects/carlton_dublin_archiseek.jpg,/objects/small/carlton_dublin_archiseek_sm.jpg,/objects/thumbs/carlton_dublin_archiseek_th.jpg
icp-0031,,"Sandford Picture House, Ranelagh, Dublin",Sandford Cinema Co. (Percy Whittle),1914,,,Cinema,,,5 Lr Sandford Road,Dublin,53.32320084,-6.24985849,,,cinema_site,,,,/objects/small/sandford-cinema_dublin_eit_10-nov-1914_sm.jpg,/objects/thumbs/sandford-cinema_dublin_eit_10-nov-1914_th.jpg
icp-0031a,icp-0031,,,,,,,,,,,,,,image/jpeg,image,,sandford-cinema_dublin_eit_10-nov-1914.jpg,/objects/sandford-cinema_dublin_eit_10-nov-1914.jpg,/objects/small/sandford-cinema_dublin_eit_10-nov-1914_sm.jpg,/objects/thumbs/sandford-cinema_dublin_eit_10-nov-1914_th.jpg
icp-0032,,"Town Hall, Rathmines, Dublin",Irish Animated Picture Company (James T. Jameson & Sons); Frederick Arthur Sparling (Aug. 1916-),1912,,,Multipurpose venue,,,Lr Rathmines Road,Dublin,53.32407633,-6.265188152,,,cinema_site,,,,/objects/small/rathmines-th_nli_sm.jpg,/objects/thumbs/rathmines-th_nli_th.jpg
icp-0032a,icp-0032,,,,,,,,,,,,,,image/jpeg,image,,rathmines-th_nli.jpg,/objects/rathmines-th_nli.jpg,/objects/small/rathmines-th_nli_sm.jpg,/objects/thumbs/rathmines-th_nli_th.jpg
icp-0033,,"Princess Cinema, Rathmines, Dublin","Rathmines Amusement Co. (Isodore I. Bradlaw, Messrs Karmel)",1913,,,Cinema,,,145 Lr Rathmines Road,Dublin,53.3252877,-6.265416987,,,cinema_site,,,,/objects/small/princess_rathmines_cinema-treasures_sm.jpg,/objects/thumbs/princess_rathmines_cinema-treasures_th.jpg
icp-0033a,icp-0033,,,,,,,,,,,,,,image/jpeg,image,,princess_rathmines_cinema-treasures.jpg,/objects/princess_rathmines_cinema-treasures.jpg,/objects/small/princess_rathmines_cinema-treasures_sm.jpg,/objects/thumbs/princess_rathmines_cinema-treasures_th.jpg
icp-0034,,"Manor Street Picture House, Dublin",Manor Street Picture Co. (George Fagan),1920,,,Cinema,,,60-1 Manor Street,Dublin,53.3528853,-6.285003566,,,cinema_site,,,,/objects/small/manor_dublin_come-see-yourself_eh_30-aug-1920_sm.jpg,/objects/thumbs/manor_dublin_come-see-yourself_eh_30-aug-1920_th.jpg
icp-0034a,icp-0034,,,,,,,,,,,,,,image/jpeg,image,,manor_dublin_come-see-yourself_eh_30-aug-1920.jpg,/objects/manor_dublin_come-see-yourself_eh_30-aug-1920.jpg,/objects/small/manor_dublin_come-see-yourself_eh_30-aug-1920_sm.jpg,/objects/thumbs/manor_dublin_come-see-yourself_eh_30-aug-1920_th.jpg
icp-0035,,"Theatre Royal Pictures, Dublin",Theatre Royal Company (David Telford),1914,,,Variety theatre,,,Hawkins Street,Dublin,53.34662187,-6.256739182,,,cinema_site,,,,/objects/small/theatreroyal_web_sm.jpg,/objects/thumbs/theatreroyal_web_th.jpg
icp-0035a,icp-0035,,,,,,,,,,,,,,image/jpeg,image,,theatreroyal_web.jpg,/objects/theatreroyal_web.jpg,/objects/small/theatreroyal_web_sm.jpg,/objects/thumbs/theatreroyal_web_th.jpg
icp-0036,,"Cinema Palace, Dublin",Entertainment Halls,1912,,,Multipurpose venue,,,Townsend Street,Dublin,53.34608311,-6.256115472,,,cinema_site,,,,/objects/small/coffee-palace_dublin_joyceborough-fb_sm.jpg,/objects/thumbs/coffee-palace_dublin_joyceborough-fb_th.jpg
icp-0036a,icp-0036,,,,,,,,,,,,,,image/jpeg,image,,coffee-palace_dublin_joyceborough-fb.jpg,/objects/coffee-palace_dublin_joyceborough-fb.jpg,/objects/small/coffee-palace_dublin_joyceborough-fb_sm.jpg,/objects/thumbs/coffee-palace_dublin_joyceborough-fb_th.jpg
icp-0037,,Kingstown Pavilion,Irish Animated Picture Company; McCrea and Phillips (Oct 1913),1910,,,Multipurpose venue,,,Royal Marine Road,Kingstown,53.29405845,-6.133633673,,,cinema_site,,,,/objects/small/kingstown-pavilion_exterior_sm.jpg,/objects/thumbs/kingstown-pavilion_exterior_th.jpg
icp-0037a,icp-0037,,,,,,,,,,,,,,image/jpeg,image,,kingstown-pavilion_exterior.jpg,/objects/kingstown-pavilion_exterior.jpg,/objects/small/kingstown-pavilion_exterior_sm.jpg,/objects/thumbs/kingstown-pavilion_exterior_th.jpg
icp-0038,,"Assembly Rooms Picturedrome, Cork",Alex McEwan,1909,,,Multipurpose venue,,,22 South Mall,Cork,51.89656361,-8.471333768,,,cinema_site,,,,/objects/small/assembly-rooms_cork_1860_sm.jpg,/objects/thumbs/assembly-rooms_cork_1860_th.jpg
icp-0038a,icp-0038,,,,,,,,,,,,,,image/jpeg,image,,assembly-rooms_cork_1860.jpg,/objects/assembly-rooms_cork_1860.jpg,/objects/small/assembly-rooms_cork_1860_sm.jpg,/objects/thumbs/assembly-rooms_cork_1860_th.jpg
icp-0039,,"Palace Theatre, Cork",,1897,,,Variety theatre,,,12 King Street (now MacCuratin Street),Cork,51.90128915,-8.468302015,,,cinema_site,,,,/objects/small/palace-theatre_cork_goad-1915b_sm.jpg,/objects/thumbs/palace-theatre_cork_goad-1915b_th.jpg
icp-0039a,icp-0039,,,,,,,,,,,,,,image/png,image,,palace-theatre_cork_goad-1915b.png,/objects/palace-theatre_cork_goad-1915b.png,/objects/small/palace-theatre_cork_goad-1915b_sm.jpg,/objects/thumbs/palace-theatre_cork_goad-1915b_th.jpg
icp-0040,,"Opera House, Cork",Irish Animated Picture Company (leasee),1896,,,Multipurpose venue,,,Lavitts Quay,Cork,51.9002716,-8.472864167,,,cinema_site,,,,/objects/small/opera-house_cork_nli_sm.jpg,/objects/thumbs/opera-house_cork_nli_th.jpg
icp-0040a,icp-0040,,,,,,,,,,,,,,image/jpeg,image,,opera-house_cork_nli.jpg,/objects/opera-house_cork_nli.jpg,/objects/small/opera-house_cork_nli_sm.jpg,/objects/thumbs/opera-house_cork_nli_th.jpg
icp-0041,,"St. George's Hall, Belfast",Entertainment Halls,1908,,,Multipurpose venue,,,35 High Street,Belfast,54.59983115,-5.927065132,,,cinema_site,,,,/objects/small/st-georges-hall_belfast_goad-1889_sm.jpg,/objects/thumbs/st-georges-hall_belfast_goad-1889_th.jpg
icp-0041a,icp-0041,,,,,,,,,,,,,,image/jpeg,image,,st-georges-hall_belfast_goad-1889.jpg,/objects/st-georges-hall_belfast_goad-1889.jpg,/objects/small/st-georges-hall_belfast_goad-1889_sm.jpg,/objects/thumbs/st-georges-hall_belfast_goad-1889_th.jpg
icp-0042,,"Alhambra Variety Theatre, Belfast",Entertainment Halls (Liverpool),1908,,,Variety theatre,,,39-43 North Street,Belfast,54.60152411,-5.929934286,,,cinema_site,,,,/objects/small/alhambra_belfast_sm.jpg,/objects/thumbs/alhambra_belfast_th.jpg
icp-0042a,icp-0042,,,,,,,,,,,,,,image/jpeg,image,,alhambra_belfast.jpg,/objects/alhambra_belfast.jpg,/objects/small/alhambra_belfast_sm.jpg,/objects/thumbs/alhambra_belfast_th.jpg
icp-0043,,"Kelvin Picture Palace, Belfast",,1910,,,Cinema,,,17-18 College Square East,Belfast,54.59659969,-5.934397061,,,cinema_site,,,,/objects/small/kelvin_belfast_ulster-museum_sm.jpg,/objects/thumbs/kelvin_belfast_ulster-museum_th.jpg
icp-0043a,icp-0043,,,,,,,,,,,,,,image/jpeg,image,,kelvin_belfast_ulster-museum.jpg,/objects/kelvin_belfast_ulster-museum.jpg,/objects/small/kelvin_belfast_ulster-museum_sm.jpg,/objects/thumbs/kelvin_belfast_ulster-museum_th.jpg
icp-0044,,"Shankill Picturedrome, Belfast",Belfast Electric Theatres,1910,,,Cinema,,,148 Shankill Road,Belfast,54.60382783,-5.946680072,,,cinema_site,,,,/objects/small/shankill-picturedrome_belfast_isn_17-dec-1910_sm.jpg,/objects/thumbs/shankill-picturedrome_belfast_isn_17-dec-1910_th.jpg
icp-0044a,icp-0044,,,,,,,,,,,,,,image/png,image,,shankill-picturedrome_belfast_isn_17-dec-1910.png,/objects/shankill-picturedrome_belfast_isn_17-dec-1910.png,/objects/small/shankill-picturedrome_belfast_isn_17-dec-1910_sm.jpg,/objects/thumbs/shankill-picturedrome_belfast_isn_17-dec-1910_th.jpg
icp-0045,,"Royal Avenue Picture House, Belfast",Provincial Cinematograph Theatres/R. T. Jupp,1911,,,Cinema,,,34 Royal Avenue,Belfast,54.60105723,-5.931438787,,,cinema_site,,,,/objects/small/ph-royal-avenue_belfast_fb_sm.jpg,/objects/thumbs/ph-royal-avenue_belfast_fb_th.jpg
