objectid,parentid,title,proprietor,date_start,date_end,date_text,HoMER_venue,description,seats_number,address,location,latitude,longitude,source,format,display_template,description_file,filename,object_location,image_small,image_thumb
icp-0159a,icp-0159,,,,,,,,,,,,,,image/jpeg,image,,city-cinema_derry_dj_26-sep-1932.png,/objects/city-cinema_derry_dj_26-sep-1932.png,/objects/small/city-cinema_derry_dj_26-sep-1932_sm.jpg,/objects/thumbs/city-cinema_derry_dj_26-sep-1932_th.jpg
icp-0160,,"Picture Palace, Portrush",Irish Living Picture Co (Payne Seddon),1912,,,Theatre,,,Kerr Street,Portrush,55.20471542,-6.653100044,,,cinema_site,,,,/objects/small/portrush_th_fb_sm.jpg,/objects/thumbs/portrush_th_fb_th.jpg
icp-0160a,icp-0160,,,,,,,,,,,,,,image/jpeg,image,,portrush_th_fb.jpg,/objects/portrush_th_fb.jpg,/objects/small/portrush_th_fb_sm.jpg,/objects/thumbs/portrush_th_fb_th.jpg
icp-0161,,"Ormond Picture Palace, Nenagh",Willie F. Maloney,1923,,,Theatre,,,Summerhill,Nenagh,52.86539538,-8.196554107,,,cinema_site,,,,/objects/small/ormond-pp_nn_30-dec-1922_sm.jpg,/objects/thumbs/ormond-pp_nn_30-dec-1922_th.jpg
icp-0161a,icp-0161,,,,,,,,,,,,,,image/jpeg,image,,ormond-pp_nn_30-dec-1922.jpg,/objects/ormond-pp_nn_30-dec-1922.jpg,/objects/small/ormond-pp_nn_30-dec-1922_sm.jpg,/objects/thumbs/ormond-pp_nn_30-dec-1922_th.jpg
icp-0162,,"Ormond Cinema Company, Nenagh",Ormond Cinema Co,1915,,,Theatre,,,Banba Square,Nenagh,52.86495923,-8.199480827,,,cinema_site,,,,/objects/small/nenagh_town-hall_nli_sm.jpg,/objects/thumbs/nenagh_town-hall_nli_th.jpg
icp-0162a,icp-0162,,,,,,,,,,,,,,image/jpeg,image,,nenagh_town-hall_nli.jpg,/objects/nenagh_town-hall_nli.jpg,/objects/small/nenagh_town-hall_nli_sm.jpg,/objects/thumbs/nenagh_town-hall_nli_th.jpg
icp-0163,,"Rock Hall Cinema, Ballyshannon","Ballyshannon Cinema Co. (J.S. Myles, J. Sweeny, E.R. McGloin)",1922,,,Theatre,,,"Rock Road, Carrickboy",Ballyshannon,54.49955375,-8.192923981,,,cinema_site,,,,/objects/small/rock-hall_ballyshannon_dod_19-jan-1923_sm.jpg,/objects/thumbs/rock-hall_ballyshannon_dod_19-jan-1923_th.jpg
icp-0163a,icp-0163,,,,,,,,,,,,,,image/png,image,,rock-hall_ballyshannon_dod_19-jan-1923.png,/objects/rock-hall_ballyshannon_dod_19-jan-1923.png,/objects/small/rock-hall_ballyshannon_dod_19-jan-1923_sm.jpg,/objects/thumbs/rock-hall_ballyshannon_dod_19-jan-1923_th.jpg
icp-0164,,"Theatre Royal, Wexford",,1917,,,Theatre,,,High Street,Wexford,52.33798613,-6.462231764,,,cinema_site,,,,/objects/small/theatre-royal_wexford_wxp_20-jan-1917_sm.jpg,/objects/thumbs/theatre-royal_wexford_wxp_20-jan-1917_th.jpg
icp-0164a,icp-0164,,,,,,,,,,,,,,image/png,image,,theatre-royal_wexford_wxp_20-jan-1917.jpg,/objects/theatre-royal_wexford_wxp_20-jan-1917.jpg,/objects/small/theatre-royal_wexford_wxp_20-jan-1917_sm.jpg,/objects/thumbs/theatre-royal_wexford_wxp_20-jan-1917_th.jpg
icp-0165,,"Grand Central Cinema, Tullamore",Irish National Foresters,1924,,,Theatre,,,Market Square,Tullamore,53.27530673,-7.490587596,,,cinema_site,,,,/objects/small/foresters-cinema_tullamore_oi_15-mar-1924_sm.jpg,/objects/thumbs/foresters-cinema_tullamore_oi_15-mar-1924_th.jpg
icp-0165a,icp-0165,,,,,,,,,,,,,,image/png,image,,foresters-cinema_tullamore_oi_15-mar-1924.jpg,/objects/foresters-cinema_tullamore_oi_15-mar-1924.jpg,/objects/small/foresters-cinema_tullamore_oi_15-mar-1924_sm.jpg,/objects/thumbs/foresters-cinema_tullamore_oi_15-mar-1924_th.jpg
icp-0166,,"Pavilion Cinema, Sligo",Kilgannons & Sons,1920,,,Theatre,,,Thomas Street,Sligo,54.271172,-8.471791,,,cinema_site,,,,/objects/small/pavilion_sligo_cinema-treasures_sm.jpg,/objects/thumbs/pavilion_sligo_cinema-treasures_th.jpg
icp-0166a,icp-0166,,,,,,,,,,,,,,image/jpeg,image,,pavilion_sligo_cinema-treasures.jpg,/objects/pavilion_sligo_cinema-treasures.jpg,/objects/small/pavilion_sligo_cinema-treasures_sm.jpg,/objects/thumbs/pavilion_sligo_cinema-treasures_th.jpg
icp-0167,,"Star Kinema, Omagh",Joseph Donnelly,1923,,,Theatre,,,Sedan Avenue,Omagh,54.602351,-7.303762,,,cinema_site,,,,/objects/small/star_omagh_uh_29-sep-1923_sm.jpg,/objects/thumbs/star_omagh_uh_29-sep-1923_th.jpg
icp-0167a,icp-0167,,,,,,,,,,,,,,image/png,image,,star_omagh_uh_29-sep-1923.jpg,/objects/star_omagh_uh_29-sep-1923.jpg,/objects/small/star_omagh_uh_29-sep-1923_sm.jpg,/objects/thumbs/star_omagh_uh_29-sep-1923_th.jpg
icp-0168,,"Picture House, Portrush",George Watson,1914,,,Theatre,,,Main Street,Portrush,55.206424,-6.652519,,,cinema_site,,,,/objects/small/portrush-ph_discover-portrush_sm.jpg,/objects/thumbs/portrush-ph_discover-portrush_th.jpg
icp-0168a,icp-0168,,,,,,,,,,,,,,image/jpeg,image,,portrush-ph_discover-portrush.jpg,/objects/portrush-ph_discover-portrush.jpg,/objects/small/portrush-ph_discover-portrush_sm.jpg,/objects/thumbs/portrush-ph_discover-portrush_th.jpg
icp-0169,,"City YMCA, Belfast",YMCA,1897,,,Multipurpose venue,,,Wellington Place,Belfast,54.596914,-5.932837,,,cinema_site,,,,/objects/small/city-ymca_belfast_goad-1887_bl_sm.jpg,/objects/thumbs/city-ymca_belfast_goad-1887_bl_th.jpg
icp-0169a,icp-0169,,,,,,,,,,,,,,image/jpeg,image,,city-ymca_belfast_goad-1887_bl.jpg,/objects/city-ymca_belfast_goad-1887_bl.jpg,/objects/small/city-ymca_belfast_goad-1887_bl_sm.jpg,/objects/thumbs/city-ymca_belfast_goad-1887_bl_th.jpg
icp-0170,,"Garage Cinema, Castlecomer",W.J. Hoyne,1922,,,Theatre,,,Kilkenny Street,Castlecomer,52.803911,-7.210443,,,cinema_site,,,,/objects/small/garage-cinema_castlecomer_kp_1-jul-1922_sm.jpg,/objects/thumbs/garage-cinema_castlecomer_kp_1-jul-1922_th.jpg
icp-0170a,icp-0170,,,,,,,,,,,,,,image/jpeg,image,,garage-cinema_castlecomer_kp_1-jul-1922.jpg,/objects/garage-cinema_castlecomer_kp_1-jul-1922.jpg,/objects/small/garage-cinema_castlecomer_kp_1-jul-1922_sm.jpg,/objects/thumbs/garage-cinema_castlecomer_kp_1-jul-1922_th.jpg
icp-0171,,Abbey Kinema. Limerick,James J. Trehy,1922,,,Theatre,,,George's Quay,Limerick,52.667046,-8.622334,,,cinema_site,,,,/objects/small/abbey-kinema_georges-quay_limerick_pintrest_sm.jpg,/objects/thumbs/abbey-kinema_georges-quay_limerick_pintrest_th.jpg
icp-0171a,icp-0171,,,,,,,,,,,,,,image/jpeg,image,,abbey-kinema_georges-quay_limerick_pintrest.jpg,/objects/abbey-kinema_georges-quay_limerick_pintrest.jpg,/objects/small/abbey-kinema_georges-quay_limerick_pintrest_sm.jpg,/objects/thumbs/abbey-kinema_georges-quay_limerick_pintrest_th.jpg
icp-0172,,"Rinn, Dublin","City Cinema Co (J.M Doran, J.H Cox, atraig Tarrant, W. Byrne, M. Carrick, W. Murphy, C. MacGuigan, J.E. Boyle)",1925,,,Theatre,,,"23 Fitzwilliam Street, Ringsend",Dublin,53.342305,-6.227116,,,cinema_site,,,,/objects/small/rinn-cinema_ringsend_it_19-nov-1924_sm.jpg,/objects/thumbs/rinn-cinema_ringsend_it_19-nov-1924_th.jpg
icp-0172a,icp-0172,,,,,,,,,,,,,,image/jpeg,image,,rinn-cinema_ringsend_it_19-nov-1924.jpg,/objects/rinn-cinema_ringsend_it_19-nov-1924.jpg,/objects/small/rinn-cinema_ringsend_it_19-nov-1924_sm.jpg,/objects/thumbs/rinn-cinema_ringsend_it_19-nov-1924_th.jpg
icp-0173,,"Inchicore Cinema, Dublin",,1921,,,Theatre,,,"29-35 Tyrconnell Road, Inchicore",Dublin,53.338708,-6.321706,,,cinema_site,,,,/objects/small/inchicore-cinema_dublin_1932_sm.jpg,/objects/thumbs/inchicore-cinema_dublin_1932_th.jpg
icp-0173a,icp-0173,,,,,,,,,,,,,,image/jpeg,image,,inchicore-cinema_dublin_1932.jpg,/objects/inchicore-cinema_dublin_1932.jpg,/objects/small/inchicore-cinema_dublin_1932_sm.jpg,/objects/thumbs/inchicore-cinema_dublin_1932_th.jpg
icp-0174,,"Arcadia Picture Palace, Ballina",Thomas Ryan,1923,,,Theatre,,,Arran Street,Ballina,54.113642,-9.155659,,,cinema_site,,,,/objects/small/arcadia_ballina_wep_28-jul-1923_sm.jpg,/objects/thumbs/arcadia_ballina_wep_28-jul-1923_th.jpg
icp-0174a,icp-0174,,,,,,,,,,,,,,image/jpeg,image,,arcadia_ballina_wep_28-jul-1923.jpg,/objects/arcadia_ballina_wep_28-jul-1923.jpg,/objects/small/arcadia_ballina_wep_28-jul-1923_sm.jpg,/objects/thumbs/arcadia_ballina_wep_28-jul-1923_th.jpg
icp-0175,,"Cinema, Listowel",Matthew Hannon,1920,,,Theatre,,,Church Street,Listowel,52.447028,-9.483247,,,cinema_site,,,,/objects/small/listowel_market-cinema_lk_12-aug-1920_sm.jpg,/objects/thumbs/listowel_market-cinema_lk_12-aug-1920_th.jpg
icp-0175a,icp-0175,,,,,,,,,,,,,,image/png,image,,listowel_market-cinema_lk_12-aug-1920.jpg,/objects/listowel_market-cinema_lk_12-aug-1920.jpg,/objects/small/listowel_market-cinema_lk_12-aug-1920_sm.jpg,/objects/thumbs/listowel_market-cinema_lk_12-aug-1920_th.jpg
icp-0176,,"Charles & Mann Cinema, Listowel",Messrs Mann and Charles,1918,,,Theatre,,,Upr Church Street,Listowel,52.447703,-9.481554,,,cinema_site,,,,/objects/small/listowel_charles_man_km_16-feb-1918_sm.jpg,/objects/thumbs/listowel_charles_man_km_16-feb-1918_th.jpg
icp-0176a,icp-0176,,,,,,,,,,,,,,image/jpeg,image,,listowel_charles_man_km_16-feb-1918.jpg,/objects/listowel_charles_man_km_16-feb-1918.jpg,/objects/small/listowel_charles_man_km_16-feb-1918_sm.jpg,/objects/thumbs/listowel_charles_man_km_16-feb-1918_th.jpg
icp-0177,,"Classic Cinema, Belfast","Classic Cinemas (W.K. Gibson, H. Smylie, Crawford McCullagh, S. Donald Cheyne)",1923,,,Theatre,,,Castle Lane,Belfast,54.598684,-5.929044,,,cinema_site,,,,/objects/small/classic_belfast_bnl_24-dec-1923_sm.jpg,/objects/thumbs/classic_belfast_bnl_24-dec-1923_th.jpg
icp-0177a,icp-0177,,,,,,,,,,,,,,image/png,image,,classic_belfast_bnl_24-dec-1923.png,/objects/classic_belfast_bnl_24-dec-1923.png,/objects/small/classic_belfast_bnl_24-dec-1923_sm.jpg,/objects/thumbs/classic_belfast_bnl_24-dec-1923_th.jpg
icp-0178,,"New Theatre and Picture House, Thurles",P.J. Delahunty,1924,,,Theatre,,,Slievenamon Road,Thurles,52.676975,-7.812336,,,cinema_site,,,,/objects/small/new-cinema_thurles_ts_8-mar-1924_sm.jpg,/objects/thumbs/new-cinema_thurles_ts_8-mar-1924_th.jpg
icp-0178a,icp-0178,,,,,,,,,,,,,,image/png,image,,new-cinema_thurles_ts_8-mar-1924.png,/objects/new-cinema_thurles_ts_8-mar-1924.png,/objects/small/new-cinema_thurles_ts_8-mar-1924_sm.jpg,/objects/thumbs/new-cinema_thurles_ts_8-mar-1924_th.jpg
icp-0179,,"Savoy Cinema, Dublin",Associated Irish Cinemas,1929,,,Theatre,,,16-18 Upr O'Connell Street,Dublin,53.351409,-6.260449501,,,cinema_site,,,,/objects/small/dubsavoyex29_sm.jpg,/objects/thumbs/dubsavoyex29_th.jpg
icp-0179a,icp-0179,,,,,,,,,,,,,,image/jpeg,image,,dubsavoyex29.jpg,/objects/dubsavoyex29.jpg,/objects/small/dubsavoyex29_sm.jpg,/objects/thumbs/dubsavoyex29_th.jpg
icp-0180,,"Stella Cinema, Dublin","Stella Picture Co. Ltd (Anthony O'Grady, William Kay)",1923,,,Theatre,,,207-09 Lr Rathmines Road,Dublin,53.322358,-6.26647,,,cinema_site,,,,/objects/small/stella_rathmines_cbre_sm.jpg,/objects/thumbs/stella_rathmines_cbre_th.jpg
icp-0180a,icp-0180,,,,,,,,,,,,,,image/jpeg,image,,stella_rathmines_cbre.jpg,/objects/stella_rathmines_cbre.jpg,/objects/small/stella_rathmines_cbre_sm.jpg,/objects/thumbs/stella_rathmines_cbre_th.jpg
icp-0181,,"People's Picture Palace, Armagh","People's Picture Palace Company (J. McRory, J. McGovern, C. McIlroy, J. McArdle, T.A. Shurcliffe)",1912,,,Theatre,,,6 Market Street,Armagh,54.34773,-6.653426,,,cinema_site,,,,/objects/small/peoples-pp_armagh_bioscope_6-mar-1913_sm.jpg,/objects/thumbs/peoples-pp_armagh_bioscope_6-mar-1913_th.jpg
icp-0181a,icp-0181,,,,,,,,,,,,,,image/jpeg,image,,peoples-pp_armagh_bioscope_6-mar-1913.jpg,/objects/peoples-pp_armagh_bioscope_6-mar-1913.jpg,/objects/small/peoples-pp_armagh_bioscope_6-mar-1913_sm.jpg,/objects/thumbs/peoples-pp_armagh_bioscope_6-mar-1913_th.jpg
icp-0182,,"Newtownards Electric Theatre, later Your Own Picture House and the Palace","Irish Electric Theatre Company (1911-13), Morrison Brothers (1913-18)",1911,,,Theatre,,,Frances Street,Newtownards,54.593639,-5.69262,,,cinema_site,,,,/objects/small/newtownards-electric-theatre_jan-1912_sm.jpg,/objects/thumbs/newtownards-electric-theatre_jan-1912_th.jpg
icp-0182a,icp-0182,,,,,,,,,,,,,,image/jpeg,image,,newtownards-electric-theatre_jan-1912.jpg,/objects/newtownards-electric-theatre_jan-1912.jpg,/objects/small/newtownards-electric-theatre_jan-1912_sm.jpg,/objects/thumbs/newtownards-electric-theatre_jan-1912_th.jpg
icp-0183,,"Picture House, Newtownards",Irish Electric Theatre Company,1913,,,Theatre,,,Regent Street,Newtownards,54.594326,-5.698737,,,cinema_site,,,,/objects/small/newtownards-ph_c1914_sm.jpg,/objects/thumbs/newtownards-ph_c1914_th.jpg
icp-0183a,icp-0183,,,,,,,,,,,,,,image/jpeg,image,,newtownards-ph_c1914.jpg,/objects/newtownards-ph_c1914.jpg,/objects/small/newtownards-ph_c1914_sm.jpg,/objects/thumbs/newtownards-ph_c1914_th.jpg
icp-0184,,"Kinemac, Skibbereen",Gerald Macaura,1914,,,Theatre,,,Ilen Street,Skibbereen,51.551545,-9.271194,,,cinema_site,,,,/objects/small/kinemac_skibbereen_auction_se_4-aug-1917_sm.jpg,/objects/thumbs/kinemac_skibbereen_auction_se_4-aug-1917_th.jpg
icp-0184a,icp-0184,,,,,,,,,,,,,,image/jpeg,image,,kinemac_skibbereen_auction_se_4-aug-1917.jpg,/objects/kinemac_skibbereen_auction_se_4-aug-1917.jpg,/objects/small/kinemac_skibbereen_auction_se_4-aug-1917_sm.jpg,/objects/thumbs/kinemac_skibbereen_auction_se_4-aug-1917_th.jpg
icp-0185,,"Picture House, Lurgan",Irish Empire Palaces,1912,,,Theatre,,,Carnegie Street,Lurgan,54.461874,-6.333094,,,cinema_site,,,,/objects/small/ph_lurgan_lm_7-sep-1912_sm.jpg,/objects/thumbs/ph_lurgan_lm_7-sep-1912_th.jpg
icp-0185a,icp-0185,,,,,,,,,,,,,,image/jpeg,image,,ph_lurgan_lm_7-sep-1912.jpg,/objects/ph_lurgan_lm_7-sep-1912.jpg,/objects/small/ph_lurgan_lm_7-sep-1912_sm.jpg,/objects/thumbs/ph_lurgan_lm_7-sep-1912_th.jpg
icp-0186,,"Pallidrome, Strabane",J A Burrows (May 1913); Herbert F. Cooper (Nov 1913-),1913,,,Theatre,,,Railway Road,Strabane,54.828777,-7.466846,,,cinema_site,,,,/objects/small/pallidrome_strabane_cinema-treasures_sm.jpg,/objects/thumbs/pallidrome_strabane_cinema-treasures_th.jpg
icp-0186a,icp-0186,,,,,,,,,,,,,,image/jpeg,image,,pallidrome_strabane_cinema-treasures.jpg,/objects/pallidrome_strabane_cinema-treasures.jpg,/objects/small/pallidrome_strabane_cinema-treasures_sm.jpg,/objects/thumbs/pallidrome_strabane_cinema-treasures_th.jpg
icp-0187,,"Town Hall Pictures, Strabane",North West of Ireland Animated Picture Co (Thomas Taite),1912,,,Theatre,,,Main Street/Market Street,Strabane,54.82528,-7.462807,,,cinema_site,,,,/objects/small/strabane-town-hall_old-strabane-blog_sm.jpg,/objects/thumbs/strabane-town-hall_old-strabane-blog_th.jpg
icp-0187a,icp-0187,,,,,,,,,,,,,,image/jpeg,image,,strabane-town-hall_old-strabane-blog.jpg,/objects/strabane-town-hall_old-strabane-blog.jpg,/objects/small/strabane-town-hall_old-strabane-blog_sm.jpg,/objects/thumbs/strabane-town-hall_old-strabane-blog_th.jpg
icp-0188,,"Town Hall, Killarney",Irish Animated Picture Company,1910,,,Theatre,,,Main Street,Killarney,52.059177,-9.509171,,,cinema_site,,,,/objects/small/town-hall_killarney_nli_sm.jpg,/objects/thumbs/town-hall_killarney_nli_th.jpg
icp-0188a,icp-0188,,,,,,,,,,,,,,image/jpeg,image,,town-hall_killarney_nli.jpg,/objects/town-hall_killarney_nli.jpg,/objects/small/town-hall_killarney_nli_sm.jpg,/objects/thumbs/town-hall_killarney_nli_th.jpg
icp-0189,,"East Avenue Hall, Killarney",Great Western Railway; Tom Cooper,1928,,,Multipurpose venue,,,The Hahah,Killarney,52.057682,-9.506286,,,cinema_site,,,,/objects/small/east-avenue-hall_killarney_nli_sm.jpg,/objects/thumbs/east-avenue-hall_killarney_nli_th.jpg
icp-0189a,icp-0189,,,,,,,,,,,,,,image/jpeg,image,,east-avenue-hall_killarney_nli.jpg,/objects/east-avenue-hall_killarney_nli.jpg,/objects/small/east-avenue-hall_killarney_nli_sm.jpg,/objects/thumbs/east-avenue-hall_killarney_nli_th.jpg
icp-0190,,"Theatre Royal, Waterford","John Collins (1906-1916), Brigid Collins (1916-)",1912,,,Multipurpose venue,,,The Mall,Waterford,52.259753,-7.106853,,,cinema_site,,,,/objects/small/theatre-royal_waterford_1872_trtwitter_sm.jpg,/objects/thumbs/theatre-royal_waterford_1872_trtwitter_th.jpg
icp-0190a,icp-0190,,,,,,,,,,,,,,image/jpeg,image,,theatre-royal_waterford_1872_trtwitter.jpeg,/objects/theatre-royal_waterford_1872_trtwitter.jpeg,/objects/small/theatre-royal_waterford_1872_trtwitter_sm.jpg,/objects/thumbs/theatre-royal_waterford_1872_trtwitter_th.jpg
icp-0191,,"Rink Picture Palace, later Coliseum, Waterford","H&M Cinema Co (1912); Southern Coliseums/Wright Enterprises (A. T. Wright); Waterford Cinema Company (Sidney Hamilton, Donald McGregor, E. O'Grady, R. J. Costello); Boyd (1917-)",1912,,,Multipurpose venue,,,Adelphi Quay,Waterford,52.259928,-7.103731,,,cinema_site,,,,/objects/small/rink-pp_waterford_en_8-apr-1912_sm.jpg,/objects/thumbs/rink-pp_waterford_en_8-apr-1912_th.jpg
icp-0191a,icp-0191,,,,,,,,,,,,,,image/jpeg,image,,rink-pp_waterford_en_8-apr-1912.jpg,/objects/rink-pp_waterford_en_8-apr-1912.jpg,/objects/small/rink-pp_waterford_en_8-apr-1912_sm.jpg,/objects/thumbs/rink-pp_waterford_en_8-apr-1912_th.jpg
icp-0192,,"Cinema, Kilkenny","Kilkenny Cinema Co. (Thomas Stallard, Peter de Loughrey)",1914,,,Theatre,,,1 Parliment Street,Kilkenny,52.653494,-7.254166,,,cinema_site,,,,/objects/small/kilkenny-cinema_kp_14-nov-1914_sm.jpg,/objects/thumbs/kilkenny-cinema_kp_14-nov-1914_th.jpg
icp-0192a,icp-0192,,,,,,,,,,,,,,image/jpeg,image,,kilkenny-cinema_kp_14-nov-1914.jpg,/objects/kilkenny-cinema_kp_14-nov-1914.jpg,/objects/small/kilkenny-cinema_kp_14-nov-1914_sm.jpg,/objects/thumbs/kilkenny-cinema_kp_14-nov-1914_th.jpg
icp-0193,,"Broad Street Cinema, Waterford","Waterford Cinema Company (Sidney Hamilton, Donald McGregor, E. O'Grady, R. J. Costello)",1914,,,Theatre,,,Broad Street,Waterford,52.260683,-7.112049,,,cinema_site,,,,/objects/small/broad_st_cinema_licence_en_5aug1914p3_sm.jpg,/objects/thumbs/broad_st_cinema_licence_en_5aug1914p3_th.jpg
icp-0193a,icp-0193,,,,,,,,,,,,,,image/jpeg,image,,broad_st_cinema_licence_en_5aug1914p3.jpg,/objects/broad_st_cinema_licence_en_5aug1914p3.jpg,/objects/small/broad_st_cinema_licence_en_5aug1914p3_sm.jpg,/objects/thumbs/broad_st_cinema_licence_en_5aug1914p3_th.jpg
icp-0194,,"The Theatre, Kilkenny",Isidore Bradlaw (1912),1912,,,Theatre,,,Patrick Street,Kilkenny,52.649664,-7.251747,,,cinema_site,,,,/objects/small/theatre_kilkenny_sm.jpg,/objects/thumbs/theatre_kilkenny_th.jpg
icp-0194a,icp-0194,,,,,,,,,,,,,,image/jpeg,image,,theatre_kilkenny.jpg,/objects/theatre_kilkenny.jpg,/objects/small/theatre_kilkenny_sm.jpg,/objects/thumbs/theatre_kilkenny_th.jpg
icp-0195,,Westport Cinema Theatre,St Vincent de Paul,1916,,,Multipurpose venue,,,The Octagon,Westport,53.799263,-9.524111,,,cinema_site,,,,/objects/small/westport_ct_mn_16-sep-1916_sm.jpg,/objects/thumbs/westport_ct_mn_16-sep-1916_th.jpg
icp-0195a,icp-0195,,,,,,,,,,,,,,image/jpeg,image,,westport_ct_mn_16-sep-1916.jpg,/objects/westport_ct_mn_16-sep-1916.jpg,/objects/small/westport_ct_mn_16-sep-1916_sm.jpg,/objects/thumbs/westport_ct_mn_16-sep-1916_th.jpg
icp-0196,,"Stafford's Picturedrome, Longford",James Stafford,1913,,,Theatre,,,Killashee Street,Longford,53.726937,-7.801256,,,cinema_site,,,,/objects/small/stafford-cinema_longford_lol_12-dec-1914_sm.jpg,/objects/thumbs/stafford-cinema_longford_lol_12-dec-1914_th.jpg
icp-0196a,icp-0196,,,,,,,,,,,,,,image/jpeg,image,,stafford-cinema_longford_lol_12-dec-1914.jpg,/objects/stafford-cinema_longford_lol_12-dec-1914.jpg,/objects/small/stafford-cinema_longford_lol_12-dec-1914_sm.jpg,/objects/thumbs/stafford-cinema_longford_lol_12-dec-1914_th.jpg
icp-0197,,"Picture Palace, Longford",J.R. Dann,1913,,,Theatre,,,Market Square,Longford,53.724992,-7.800573,,,cinema_site,,,,/objects/small/dann-pp_longford_lj_28-jun-1913_sm.jpg,/objects/thumbs/dann-pp_longford_lj_28-jun-1913_th.jpg
icp-0197a,icp-0197,,,,,,,,,,,,,,image/jpeg,image,,dann-pp_longford_lj_28-jun-1913.jpg,/objects/dann-pp_longford_lj_28-jun-1913.jpg,/objects/small/dann-pp_longford_lj_28-jun-1913_sm.jpg,/objects/thumbs/dann-pp_longford_lj_28-jun-1913_th.jpg
icp-0198,,Mallow Picture House,Donald McGregor,1915,,,Multipurpose venue,,,Davis Street,Mallow,52.136302,-8.643091,,,cinema_site,,,,/objects/small/town-hall_mallow_fb_sm.jpg,/objects/thumbs/town-hall_mallow_fb_th.jpg
icp-0198a,icp-0198,,,,,,,,,,,,,,image/jpeg,image,,town-hall_mallow_fb.jpg,/objects/town-hall_mallow_fb.jpg,/objects/small/town-hall_mallow_fb_sm.jpg,/objects/thumbs/town-hall_mallow_fb_th.jpg
icp-0199,,"St Mary's Hall, Ballaghaderreen",,1912,,,Multipurpose venue,,,Cathedral Street,Ballaghaderreen,53.90291,-8.579692,,,cinema_site,,,,/objects/small/st-marys-hall_ballaghaderreen_fb_sm.jpg,/objects/thumbs/st-marys-hall_ballaghaderreen_fb_th.jpg
icp-0199a,icp-0199,,,,,,,,,,,,,,image/jpeg,image,,st-marys-hall_ballaghaderreen_fb.jpg,/objects/st-marys-hall_ballaghaderreen_fb.jpg,/objects/small/st-marys-hall_ballaghaderreen_fb_sm.jpg,/objects/thumbs/st-marys-hall_ballaghaderreen_fb_th.jpg
icp-0200,,Coleraine Picture Palace,Irish Living Picture Company (W. Payne Seddon),1912,,,Multipurpose venue,,,Union Street,Coleraine,55.134129,-6.66692,,,cinema_site,,,,/objects/small/coleraine-pp_nc_7-sep-1912_sm.jpg,/objects/thumbs/coleraine-pp_nc_7-sep-1912_th.jpg
icp-0200a,icp-0200,,,,,,,,,,,,,,image/jpeg,image,,coleraine-pp_nc_7-sep-1912.jpg,/objects/coleraine-pp_nc_7-sep-1912.jpg,/objects/small/coleraine-pp_nc_7-sep-1912_sm.jpg,/objects/thumbs/coleraine-pp_nc_7-sep-1912_th.jpg
icp-0201,,"St Aidan's Hall, Bunclody",,1924,,,Multipurpose venue,,,Irish Street,Bunclody,52.654236,-6.651552,,,cinema_site,,,,/objects/small/st-aidans_bunclody_nlt-20-sep-1924_sm.jpg,/objects/thumbs/st-aidans_bunclody_nlt-20-sep-1924_th.jpg
icp-0201a,icp-0201,,,,,,,,,,,,,,image/jpeg,image,,st-aidans_bunclody_nlt-20-sep-1924.jpg,/objects/st-aidans_bunclody_nlt-20-sep-1924.jpg,/objects/small/st-aidans_bunclody_nlt-20-sep-1924_sm.jpg,/objects/thumbs/st-aidans_bunclody_nlt-20-sep-1924_th.jpg
icp-0202,,"New York Cinema, Belfast",Fred Stewart,1916,,,Cinema,,,68 York Street,Belfast,54.606293,-5.927323,,,cinema_site,,,,/objects/small/new-york_belfast_bio_17-oct-1918_sm.jpg,/objects/thumbs/new-york_belfast_bio_17-oct-1918_th.jpg
icp-0202a,icp-0202,,,,,,,,,,,,,,image/jpeg,image,,new-york_belfast_bio_17-oct-1918.jpg,/objects/new-york_belfast_bio_17-oct-1918.jpg,/objects/small/new-york_belfast_bio_17-oct-1918_sm.jpg,/objects/thumbs/new-york_belfast_bio_17-oct-1918_th.jpg
icp-0203,,"Picture House, Portadown","Irish Empire Palaces (Captain J. F. Pinchin, John Macay, A. T. Wright, M. V. Blacker-Douglas)",1912,,,Cinema,,,12 Bridge Street,Portadown,54.42439,-6.440019,,,cinema_site,,,,/objects/small/ph-portadown_pn_17-aug-1912_sm.jpg,/objects/thumbs/ph-portadown_pn_17-aug-1912_th.jpg
icp-0203a,icp-0203,,,,,,,,,,,,,,image/jpeg,image,,ph-portadown_pn_17-aug-1912.jpg,/objects/ph-portadown_pn_17-aug-1912.jpg,/objects/small/ph-portadown_pn_17-aug-1912_sm.jpg,/objects/thumbs/ph-portadown_pn_17-aug-1912_th.jpg
icp-0204,,"Whitworth Electric Picture Hall, Drogheda",Dundealgan Picture Company,1911,,,Multipurpose venue,,,Lawrence Street,Drogheda,53.715842,-6.347749,,,cinema_site,,,,/objects/small/whitworth-electric-picture-hall_drogheda_di-25-nov-1911_sm.jpg,/objects/thumbs/whitworth-electric-picture-hall_drogheda_di-25-nov-1911_th.jpg
icp-0204a,icp-0204,,,,,,,,,,,,,,image/jpeg,image,,whitworth-electric-picture-hall_drogheda_di-25-nov-1911.jpg,/objects/whitworth-electric-picture-hall_drogheda_di-25-nov-1911.jpg,/objects/small/whitworth-electric-picture-hall_drogheda_di-25-nov-1911_sm.jpg,/objects/thumbs/whitworth-electric-picture-hall_drogheda_di-25-nov-1911_th.jpg
